,ADNT,AIMH,ALSN,AXL,AYRO,BC,CDTI,WARM,CPS,DAN,DCI,EGTK,EVSP,ESWW,EVTV,FOXF,GNTX,ADM,BG,SMG,CTVA,NTR,FMC,TSN,SPX
0,0.9081302787977586,0.22291304093287234,0.11093396480474085,0.644575046378396,-0.13363108593333278,0.8842022810072293,0.5466961536970558,0.4953654784506566,0.1891701405525098,0.771851596666893,0.7505466544026983,-0.053550377354908564,-0.06289961183026214,-0.4981922694629076,0.3610336468849232,0.8224386160695689,0.6726254414478513,0.6362647899455903,0.8067599799452762,0.18344571112050417,0.6674427760717868,0.6885617177925439,0.452273183879366,0.6933084938034151,1.0
