,ExponentialMovingAverage,WeightedMovingAverage,StochasticSlow,MACDHisto,RSI,SmoothedMovingAverage,ATR,time,value
2963,10.396307938851193,10.359907692307692,22.0159151193634,-0.5371434140885434,40.25883073299033,44.02956769060725,0.6628616665327466,2011-08-11,9771930.0
2964,10.323515020478025,10.258584615384615,23.69584438549956,-0.5317879820269109,41.579919108226946,43.784602832369224,0.6376572617804076,2011-08-12,9771930.0
2965,10.280936941979716,10.188492307692307,31.122900088417328,-0.496004803266068,44.814897017328924,43.887632250865195,0.6203246002246644,2011-08-15,9771930.0
2966,10.2224033310582,10.103384615384615,32.89124668435013,-0.48226009280368487,42.81995584223799,43.780864610002475,0.6045871287800455,2011-08-16,9771930.0
2967,10.156833844053722,10.01123076923077,32.183908045977006,-0.4779614154579015,41.622735079510804,43.56505165695331,0.599259476724328,2011-08-17,9771930.0
2968,10.030923548357283,9.859753846153847,21.131741821396982,-0.5369529199253602,35.556020981777394,42.76414858943571,0.6243123712440188,2011-08-18,9771930.0
2969,9.865467890791338,9.667753846153847,10.69849690539345,-0.6281063445659569,31.79792841746385,41.66752657223853,0.6275757732980176,2011-08-19,9771930.0
2970,9.701201129961236,9.475292307692307,1.8021971349181838,-0.7043307502579808,30.97167182737455,40.597941097752134,0.6220417894910164,2011-08-22,9771930.0
2971,9.574954889194988,9.318738461538462,4.824295348520996,-0.7296993786462274,34.97484926976534,40.035631914953456,0.6118959473845154,2011-08-23,9771930.0
2972,9.48765066694922,9.201261538461537,16.031191900245123,-0.7109460319003098,39.33751579014338,39.96582030247245,0.6096176654284786,2011-08-24,9771930.0
2973,9.370139077183895,9.056369230769231,20.39716574056806,-0.7264418880748735,36.04756843463973,39.57399511568918,0.6203592607550159,2011-08-25,9771930.0
2974,9.27935914816975,8.940892307692307,23.868986559351878,-0.7119563977492493,38.693390295064425,39.485934633626705,0.6167621707010862,2011-08-26,9771930.0
2975,9.268639213695154,8.90996923076923,35.24027459954232,-0.6167104278616584,48.221994887271926,40.35954065899123,0.6419934442224372,2011-08-29,9771930.0
2976,9.260282351103221,8.888092307692308,53.54691075514872,-0.5334640363216767,48.40381030576941,41.16396762366905,0.6261367696351203,2011-08-30,9771930.0
2977,9.267183708710666,8.887507692307693,71.24332570556824,-0.4470064470943793,50.19311008570593,42.066881869872745,0.6178412860897545,2011-08-31,9771930.0
2978,9.247400346502154,8.864923076923077,69.26010678871087,-0.40129743619442415,47.04880909736821,42.565074592622295,0.5987097656547721,2011-09-01,9771930.0
