,ExponentialMovingAverage,WeightedMovingAverage,StochasticSlow,MACDHisto,RSI,SmoothedMovingAverage,ATR,time,value,AO,WilliamR
32,22.389058374742763,21.950092307692305,28.907843630368607,-0.9349037851160809,41.33382148525486,41.85285491604937,0.9174823630843156,2012-05-01,1000000.0,,-71.52317880794695
33,22.272976961301012,21.81729230769231,23.841059602649022,-0.9180125501013592,39.88470291349167,41.6560397157936,0.8919479085782933,2012-05-02,1000000.0,-1.970280882352938,-78.80794701986756
34,22.101209502739398,21.629476923076922,17.849823729036945,-0.9613255420402389,34.85942716301969,40.97637846051621,0.897523057965558,2012-05-03,1000000.0,-1.9429632352941155,-96.11940298507466
35,21.901116464067137,21.412307692307692,9.237057474166152,-1.0273818685787859,32.0626841007022,40.08500902453481,0.879128553825161,2012-05-04,1000000.0,-2.078286764705883,-97.36147757255932
36,21.71103058221582,21.203384615384618,4.833056439225912,-1.0730113908687748,31.707556795470182,39.24726380162836,0.8884765142662211,2012-05-07,1200610.9600000002,-2.2427279411764722,-92.01995012468826
37,21.53248976819922,21.00507692307692,5.9144180788648875,-1.0997238497470398,31.492900570978378,38.471827478563355,0.8467996203900625,2012-05-08,1200610.9600000002,-2.445313235294119,-92.87531806615773
38,21.375375170645437,20.830461538461538,9.243105508920642,-1.1001427408938653,32.7192000559579,37.89656473630281,0.8277425046479151,2012-05-09,1200610.9600000002,-2.5586367647058808,-87.37541528239205
39,21.26803861905733,20.710553846153847,16.61769095994131,-1.0488453736625303,38.52595526362174,37.9595037890347,0.8114751828873499,2012-05-10,1200610.9600000002,-2.5544544117647057,-69.89619377162626
40,21.170497186822153,20.604892307692307,24.508079565615578,-0.9951070332543601,38.75828687335171,38.0393820974664,0.7892269555382535,2012-05-11,1260630.8800000001,-2.3833073529411735,-69.20415224913494
41,21.023535864758912,20.455292307692307,22.172543835776253,-1.0006954328405016,33.68550708832194,37.603994596551956,0.7935678872855213,2012-05-14,1260630.8800000001,-2.288866176470588,-94.38202247191003
42,20.883263875162072,20.31363076923077,13.96944359115349,-0.9984561968143666,33.30488534543686,37.17408367144044,0.8125987524794126,2012-05-15,1323650.8800000001,-2.1139544117647056,-94.50549450549455
43,20.72839742322653,20.15673846153846,5.645908580347332,-1.011648177741879,31.215727122544678,36.578248016550866,0.7909845558737402,2012-05-16,1323650.8800000001,-2.0669838235294122,-94.1747572815534
44,20.53159762143987,19.955169230769233,5.804643679478956,-1.0662954770128081,27.303291700604973,35.65075238495628,0.8001999447399017,2012-05-17,1323650.8800000001,-2.2015132352941187,-93.90581717451518
45,20.356090112098343,19.77187692307692,6.871692572614831,-1.0905770308346199,28.40766746954141,34.92644389341479,0.7737570915441945,2012-05-18,1323650.8800000001,-2.3883955882352943,-91.30434782608694
46,20.213313949629242,19.62043076923077,11.745706448148615,-1.0772297920245322,31.889828123875105,34.62278231646082,0.7792030135767521,2012-05-21,1323650.8800000001,-2.4490000000000016,-79.55271565495205
47,20.10228979965776,19.502923076923075,19.886456147947886,-1.0329579691160653,35.53656297764593,34.71416038257933,0.7571170840355554,2012-05-22,1323650.8800000001,-2.439647058823528,-69.48356807511736
48,20.002113661222552,19.400215384615382,29.829435477955016,-0.9841073047961437,35.94693176738575,34.837437521059975,0.7362515780330159,2012-05-23,1323650.8800000001,-2.315544117647061,-61.475409836065545
